review_text,review_score
"This Re-Pac of that game that had a moderate success more than twenty years ago proves to be mostly aimed at nostalgics of the original title, eager to get their hands on one of their first playful experiences on the historic PlayStation, which can therefore be satisfied from the new Bandai-Namco proposal. Those who have not already felt an immeasurable affection for Pac-Man World for some time will not find in the Re-Pac a useful reason to rediscover this little gem of the past, yet another demonstration of how much the world of video games has evolved since that distant 1999.",6
"Overall Saturnalia works and manages to excite until the end, thanks above all to its open structure, which makes the story replayable several times without ever appearing heavy or too repetitive.",8
"If you want something deep, different and definitely fun to dip into for a bit, this is one I’ll recommend all the way to the bank, where I will then play a card to steal all your money and ascend to gremlin godhood atop my never-ending pile of cash.",9
"Strikeforce serves as a refreshing direction for the series, one that will that will no doubt attract a few new fans. However, it can be unfairly punishing, so make sure you’ve got some mates to lend a hand.",7
"While Camina Drummer may not have been the captain of the ship at the start of the mission, she absolutely takes the reins by the end. Telltale has stepped it up in terms of both visual quality and game play, with a solid yet short intro to their take on a gripping sci-fi narrative. The true depth of which however remains to be truly tested going into further episodes as the narrative progresses.",8
"As a fighting game, it's a quite simple experience, but the franchise it is based on will make it a very interesting choice for its fans. However, its simplicity may end up boring us.",7
"The Big Con is ultimately about its story, though, and it's a story that mostly works despite an inescapable sense of familiarity. There aren't many beats here that you haven't seen before, and while that lends the closing hours the feeling that expected pieces are simply falling into place, the game has enough verve and style that it manages to hold it together. The writing isn't especially funny or clever, but there's enough personality in the art style and story conceit that I was still entertained for the bulk of the six hours that I spent with it.",7
"Boxboy is a fun and addictive puzzle game that is certain to keep players around it for some time, not just because of its mechanics but also because it introduces new ideas and challenges at a very high pace. It only suffers from its washed away visual style, which could have used more work, even for a game of this genre.",8
"We don't have Bloodborne on PC, but we do have Hunt the Night, its Zelda-infused, pixelated version. Even in its current form where there are some difficulty spikes it's a game that will please those who love difficulty and challenge.",8
"The game is a little on the easy side. Ok, a lot on the easy side if you&#146;re good with puzzles but not too hard for kids and of course it suffers the fate of all puzzle games; When you&#146;ve solved them once, there is no challenge in solving them again.",7
"The newest Super Monkey Ball game isn't lacking for much. With a ton of remastered levels, modes, minigames, and unlockable prizes, this enormous package could keep a fan busy for the rest of their life - if they don't mind high blood pressure. The only thing more pervasive than the mountain of content is the franchise's usual blistering difficulty. Fun, frustrating, and rewarding, this is a great collection.",8
"An outstanding improvement on a stale series. There’s still room for improvement; a few more fatalities would have been nice, and more detailed arenas to fight in would take the game up a level.",8
"While its RPG aspirations may be overshadowed by your need to constantly source the basics like ammo and health, The Pit--with its random elements and permadeath--is justified in its boast of replayability, even if it is only out of necessity. [May 2013, p.61]",7
"Fallen Enchantress: Legendary Heroes is now a solid fantasy 4X game with plenty of mechanical depth for those who delight in tweaking parameters, if still lacking that certain spark to elevate it into the top tier of the genre.",8
"The graphics aren't the greatest, the core gameplay doesn't deliver great innovation, but there are so many game types, mini games, and little pieces to play with that it doesn't seem to matter. You'll have fun, whether you intended to or not. [Apr 2005, p.86]",8
"Stacked against the genre's competition, this game was scraped from the bottom of the barrel, but if what you want is a straight-forward, good-looking destructo-fest, ""B!GE"" should be considered.",6
"Sorry We’re Closed is an incredible debut from á la mode games. It dares to go where scarce horror games have gone prior in making their underworld adventure also dreamy, poppy and dripping in substance. The world of demons and angels is tantalising in writing and worldbuilding but also visual design, depicted as god-like otherworldly hotties. Thankfully that substance isn’t skin deep and also translates to inventive horror gameplay design where you’re constantly shifting between claustrophobic fixed camera positioning for arena fights and first-person mode for lining up crunchy shotgun blasts. All these moving parts make for a memorable adventure filled with exciting boss fights, wicked needle-drop moments mid-battle and deep discussions on love and relationships. Quite simply the coolest survival horror game to ever exist, Sorry We’re Closed is certifiably one for the girlies.",9
"An excellent expansion that does exactly what an expansion pack should do -- add in new stuff while improving the core gameplay. The game remains a bit over- reliant on micromanaging special powers and hero units, but for fans of The Battle for Middle-earth II's gameplay style, the expansion pack is a must buy.",8
"Curse Naughty Dog for creating what is - at times - an almost unplayably hard game, but if you can dig deep into your well of persistence and climb this mountain of a game, you'll get a great view of the most involving, rewarding and momentous platform game ever created.",9
"Sorry We’re Closed struck me deep. Every confession of love, every bullet through the heart, every day that Michelle woke up just to prove love is worth living for. Any kind of love, as long as you try. That’s the kind of game this is. Past the combat and puzzles, after the decisions and conversations. No matter what, it wants you to wake up each day and choose love.",9
"Close to the Sun’s art direction, themes, and basic ideas are going to draw many in, but once the story gets started and the gameplay fails to advance, they’ll be trying to jump overboard.",5
I was disappointed that The Great Escape opted for a more conventional action-game route rather than challenging the player through a sim-like game of socially-based puzzle solving. But it's still a game that is varied and sophisticated enough to be fleetingly fun and worthwhile for any fan of the film.,6
"In our opinion Madden NFL 10 is possibly the best ever American football game ever to grace a console, thanks to the work the team is making every year to improve on the formula. Improvements are subtle, but constant with each release.",8
Resident Evil Revelations 2 strikes the perfect balance between new and old. Returning plot threads and the emphasis on ammo management will please franchise veterans while anyone can appreciate the thrill of intimate monster encounters and distressing boss battles.,8
"There's the excellent AI, providing plenty of intense situations wherein you must outwit your enemies. The intelligence of the game&#146;s often tricky challenges make their completion all the more rewarding.",7
"The story may not wow you with its political trappings, but Raiden's transformation and the gameplay that springs from it are the most alluring reasons to give him another shot as the leading man. If you're even vaguely interested in the Metal Gear series or intelligent hack and slash games, do not pass up a chance to play this exciting and addicting hybrid.",8
"Hell Yeah! Wrath of the Dead Rabbit has its flaws with its unresponsive controls and repetitiveness. However these small flaws can easily be overlooked when you look at what all Hell Yeah! has to offer with its exquisite graphics, entertaining gameplay, fun music and nonstop humor.",8
"While not a high water mark for pinball games, Zen Pinball 3D delivers on every one of its promises. This seven dollar 3DS game features four exciting stages, online leaderboards and an achievement system that will keep you coming back for more.",8
"Despite the possibilty of too much repetition or worklike feeling, EF brings the first true traditional RPG to the PS2. The story is interesting, the mini-games unique, the characters vivid and the locations fascinating.",6
"Unfortunately, my impressive creation was forced to engage in mundane missions and unexciting encounters - it was like watching Superman pay bills or walk the dog. [Apr 2004, p.98]",6
"Trek to Yomi raises the bar high for historical accuracy. It's clear how hard the developers worked to make this game feel like an act of love and admiration for the Edo period of Japan. However, the well-written story, great voice acting, and beautiful set pieces are held back by the combat.",8
"The single-player game will last the average gamer no more than 10 hours, after which your only option will be to repeat it in order to improve your score, or find some friends who also have a copy of the game so you can compete in the multiplayer matches.",7
"Pikuniku is an odd game, yes, but it is a fun, relaxing one to boot. There are few better ways to spend an afternoon than in its colorful, quirky world. It may not be long but you’ll have a big, dumb smile on your face the whole time; a pure realization of quality over quantity.",8
Moons Of Darsalon can be a fantastic game at times. Offering a fresh spin on a subgenera that often times feels stale and unenjoyable. However there are times that it can fall prey to the same troubles that other similar games have. With the AI being brain dead to the point that it makes the game unplayable. And the challenges on some levels feeling a step too far too soon. And the decision to include AI-Art when they already had decent artwork made will never stop feeling odd to me.,7
"Yonder: The Cloud Catcher Chronicles has an earnest heart and an anxious mind. Brilliant landscapes and gorgeous vistas create a waking daydream while economic riddles and perfunctory direction recall the drag of reality. Yonder's strides, despite an admirable form, don't seem to take it anywhere.",6
"Rollerdrome immediately clicked with me, and I ate it all up. As polished and fun as the experience is, it feels like Roll7 is just dipping its toes into the water. I hope this talented studio gets the chance to make a sequel to further flesh out this unique concept with more detail in the story and greater player progression. Regardless, Rollerdrome is a fantastic first foot forward. I adored the campaign gameplay and have a feeling my friend group will use this unique title for late-night scoring competitions.",8
"There’s not enough here beyond simple questions and answers to hold your attention for long, and that makes the game’s tedious pace drag on even worse. Get yourself some Trivial Pursuit and the drink of your choice for a far more enjoyable evening than this.",5
"With about triple the number of mini-games, or a budget price launch, we'd probably recommend it as a quirky curiosity/novelty purchase, but if we have to hear another squeaky kid utter the word 'like', we'll probably self-combust.",4
"After the marvel of the beautiful graphics and a first moment of thought that surely emerges about Rae's condition, there isn't really very much that remains for long after the short experience of Beyond Eyes.",7
"It’s certainly easy for basically anyone to craft a simple beat in Track Lab, but someone looking for anything more advanced would be better spending their time in a program like GarageBand. For VR junkies, the prospect of becoming a virtual DJ is certainly appealing, but a game with pre-selected and popular song clips like Electronauts will be a lot more satisfying and a lot less time-consuming.",6
"To my immense surprise, I haven’t fallen for a Zelda game like this since I played the The Legend of Zelda: A Link to the Past (1991). Evidence of master craftsmanship is everywhere in this game. By the time you’re flipping a temple upside down then right side up, you may discover that your imagination has been enlarged.",10
Alan Wake's American Nightmare is highly entertaining and has an interesting twist that ought to be fleshed out into a full-length game. In other words this is an excellent appetizer until we get the real sequel. Hopefully this won't take too long.,8
"Throne and Liberty is a free game that is worth trying out. Its translation into Spanish, constant updates in the future, tons of content for all types of players and the possibility of making great friends make it a title that can offer hundreds of hours of fun without spending a cent. On screen it looks spectacular at all times and the frenetic pace of each event provides a differentiating touch that makes it unique. There are other similar games in this sense but none as big as Throne and Liberty. However, the auction can slow down players both when it comes to acquiring items or equipment as well as completing some challenges.",8
"Shulk and his friends are unwavering in their optimism and integrity, and they make for a charming and endearing cast with a story that never fails to move and grow. Certain mechanics are a bit confusing and overwhelming to learn, but overall, Xenoblade Chronicles: Definitive Edition hits the nail on the head in almost every way and adds up to a beautiful adventure that thoroughly deserves your time.",9
"Tape 1 of Lost Records introduces us to a charming group of characters and presents an intriguing story that sets up a lot of questions and mystery for Tape 2, but a ton of technical issues and awkward dialogue really hamper the overall experience for the first episode of this two part adventure.",6
"Final Fantasy VII Rebirth defies all expectations and is the new benchmark for what a remake should be. Bold and unapologetic with something to say but also true to its roots. I've loved, I've laughed and I've cried while playing this game and if you fall into the right crowd, you very will too. Provided is an unforgettable journey, a magnetic cast, and a world that is magic and an experience that is transcending. From combat to graphics to music to side activities to writing to performances, Rebirth is one for the books and I can't wait to see where we go from here.",10
"The mix between Pokémon-like gameplay and the movie itself doesn't work out well. Sadly, the developers haven't put much effort into this game, because the potential would have been great.",7
"The fact that it's simplistic means that it's easy to jump into and have fun with, and the length of the game is just right - not too long to make the experience a bore, but not so short that you felt cheated of your money.",8
"A plain, formulaic MMORPG with minimal inspiration, originality, or genre innovation. If you’re in dire need of a new MMO and can tolerate aggressive monetization, it might be worth a shot—it works fairly well mechanically and is free-to-play at its core. However, be prepared for a lack of content and the nagging sense that you’ve played something just like it a hundred times before.",5
"When I read that Crusader is slowly becoming the game the developers wanted it to be, I can’t hold back laughter. What are they going to do in Crusader III? Strip the visuals of distinctiveness even more? Simplify the economy further? Remove some more units? [Dec 2014, p.81]",4
"Touts a few appreciable improvements over the last Yu-Gi-Oh! card battle game for the GBA, which will probably be enough to win the favor of hardcore Yu-Gi-Oh! fans, but casual card battlers who already have one of the other Yu-Gi-Oh! collectible card games for the GBA can safely skip this one without missing too much.",6
"The game may tease you, exhaust you, and possibly destroy you with its boss encounters and awful forced stealth level, but it all builds toward a focused, dark vision unlike much else in the medium.",7
After Us combines unique environmental design with fast and dynamic gameplay with many secrets to discover and a powerful social message. Only a few design decisions and poor performance tarnish the final result.,8
"Dead Cells is a deliriously good time whatever console you play it on, but the instant-on, play-anywhere nature of Nintendo Switch is a particularly comfortable fit for a game played in short, frenzied, fatal bursts.",8
"But for my money, it's time well spent, as it succeeds more often than not in recapturing the spirit of some of the more highly regarded CRPG titles of the earlier part of the decade.",8
"Mario & Sonic at the Sochi 2014 Olympic Winter Games is exactly what it says it is: an Olympics game with Mario and Sonic. While it is fun, it doesn’t necessarily do anything past entries didn’t do. That’s not necessarily a bad thing though, because overall it is a fun formula, despite some of its flaws.",7
"Traditional ""hardcore"" gamers won't get the most out of Labo unless they're willing to massively step outside of what is their gaming comfort zone, while creatives, musicians and children will find so, so much to do and enjoy. But regardless of your playstyle or preference, I can heartily recommend trying Nintendo Labo when you get the chance to put your hands on it. Playing it is fun, everything works, but the satisfaction of building your own peripherals is entirely unique.",8
For true fans this title could be a no-brainer – it’s Metal Gear. More casual fans can rest easy that you really don’t have to know much about the series at all to enjoy this one. Both will have to weigh if that short of a run time warrants the cost.,9
"As good as the single-player campaigns are, the multiplayer capabilities are where the game really shines. Going head-to-head against a human opponent doesn't involve a storyline, but victory is always more satisfying against a real person than against a computer opponent programmed to perform at ""normal"" difficulty levels.",9
"Yonder: The Cloud Catcher Chronicles is a fun, friendly and visually stimulating sandbox with a world that invites you to relax and have fun. But the lack of variety in the chores to do, through simplistic and not very deep mechanics, ultimately affects the game in a negative way.",6
"At the end of the day, despite all of its flaws, B.I.O.T.A. is a game about vibes. It's about that feeling of playing games as a kid, those cozy times when everything was so simple. Sure, it's not the most complicated game ever, but I don't think it's trying to be. Above all, this game has heart. It's far from perfect, but what game is? In spite of a multitude of issues, there's a certain charm to the whole project that I can't help but feel enamored by. I look forward to seeing what Small Bros works on in the future.",7
"Next time, hopefully Fuse will go easier on the mini-games. We'd rather have a character-based game that's great at pinball rather than a fence-riding jack of all trades that is master of none.",7
"Dynasty Warriors Strikeforce tries to refresh the saga but a new online mode is not enough to do that. Srikeforce is a hack 'n slash with only one purpose: slash furiously between ranks of defensless enemies pushing only the same two buttons. Playing with a friend may be funny, but the solo mode soon become boring.",6
"Thankfully, we all know it is not the graphics and sound that makes a game. The actual gameplay for RGA is some of the best I have experienced of the dozens of racers that are available for the GBA.",8
"Overall, NBA 2K23 has some of the best gameplay in an NBA 2K game. While the MyPlayer mode is a bit of a shadow of its former self, the various additions and changes to MyTeam and MyNBA make up for it overall. Despite being on point in most areas, the Virtual Currency situation will definitely affect players’ enjoyment of the game. While the term “pay to win” does come to mind, NBA2K23’s gameplay and various modes are still very well done.",8
"Lost Records: Bloom & Rage Tape 1 kept me interested throughout, though its heavy focus on character moments got in the way of forming a more cohesive main plot. I’m hopeful that all of the setup that’s been done will allow Tape 2 to fully explore the mystery behind Bloom & Rage’s ‘wild’ summer of 1995.",6
"Nintendo Labo might seem like a gimmick - and it is, to a certain extent - but there’s far more it than at first meets the eye. It’s a collaborative concept as rewarding in its construction as it is in its final result (much like any LEGO build you’ve ever worked on), and one that utilises every facet of Switch’s DNA in a way only Nintendo could pull off. With the unbound potential of Toy-Con Garage at its heart, Nintendo Labo mixes the physical and digital so seamlessly even its hefty price tag shouldn’t put you off.",8
"A passable Wii sporting title that brings a few backyard favorites to your living room. Unfortunately, the imprecise controls don't let the game achieve its full potential. Consequently, the title is nothing more than a bit more fodder for Sony and Microsoft fanboys to point their fingers and laugh at.",6
"If you've grown tired of having your hand held through tutorial after tutorial, and incredibly easy arcade racers, the challenge offered by Unbounded is sure to appeal to you. I've definitely found myself enjoying this title a lot more than I would have anticipated, and urge racing fans to check it out.",8
"A Space for the Unbound is an incredibly touching story that will keep you guessing until the very end. With beautiful pixel art and a fantastic soundtrack, this is a game you don’t want to miss.",9
"You’re in the Movies is a neat little party game; it offers plenty of fun in short bursts, however, don’t expect your guests to be amused for long periods of time as the movies and mini games are just slight variations of one another.",7
"The combat and chat systems seem to be adequate, and the experience apparatus will satiate the level-hounds out there; but all told, Shadowbane is decidedly average. [June 2003, p.117]",7
"Armored Core 4 delivers more of what the series is known for: fast-paced, arcade-style mech action with highly customizable robots in which to fight. It does this with some very nice visuals to boot, although it fails to be really great with the extremely short campaign, forgettable missions/story, and a clunky user interface for the garage and shop.",8
"You are not bound by fantasy stereotypes or archetypes, and can thus create often very bizarre combinations of races and their elements. It's a brilliantly done system, and one on which the authors will be able to build all their major or minor DLC for a few more years if sales are good. In an age of games as services, one couldn't ask for more from a solid strategy game. [Issue#327]",10
"Obliterating futuristic forces and corporate landmarks with upgradable lightning, earthquake, and tornado attacks could've made for some stunning natural fury. But you'd never know it from Elements' main campaign, which spans 90 tepid minutes.",4
"There are some fun gameplay ideas in the DS version of Quantum of Solace, but the execution plainly leaves too much to be desired. The cutscenes artificially connect the missions together, and the story makes little or no sense. The game, at various points, is either too easy or too hard, and its only real challenge comes from the inaccuracy of all its gameplay elements.",6
"The lack of interactivity and emotional involvement, the ease with which the few hours of play are dealt with and the almost total absence of replayability unfortunately prevent the Italian studio from flying high towards the sun.",5
Theatre of War ultimately ends up being a “nice try”. There is too little feedback and too little variety for its size to recommend it to hardcore wargamers and it’s too frustrating on too many levels to recommend to the neophyte.,7
"Old Moon’s Ghost Song has all the markings of a good metroidvania game, literally giving a tip-of-the-hat to the Metroid series, and works to make the experience deeper than a replicated version of a Nintendo classic.",8
"Ghost Song is a love letter to metroidvania genre with a huge map, so big that even the portion that can be immediately visited could almost represent a complete game. The game features an excellent graphic design, albeit with improvable animations, and an interesting story to follow despite starting with a little delay. The soulslike component makes things as hard as expected, and while it might annoy players who don't like repeating the same section again and again, it's part of the game. Definitely recommended for those who love exploration, too bad for the limited support for keyboard / mouse combo.",8
It's slightly dazzling that the best Wii game of 2009 is based on a formula from 25 years ago. However it's used imaginatively and the new multiplayer mode is great fun. The tight controls and challenge of yesteryears are still charming. [Dec 2009],9
"While the visuals make decent use of the DS hardware, the gameplay is very basic and gets repetitive even after a short period. There are a few moments of fun such as when you’re cooking, but otherwise, there’s nothing overly impressive about Ratatouille.",6
"Rather short (about 10 hours to finish the main story), Wytchwood is a very good crafting game with a fantastic art direction and an excellent soundtrack promoting relaxation. The puzzles and fights present may not be complex enough, but the whole thing is lifted by finding different resources in various biomes and crafting unique items.",8
"Rogue Heroes: Ruins of Tasos is a fantastic Zelda-inspired, procedurally-generated, action-adventure with one of the most rewarding gameplay loops I’ve seen in some time. It perfectly captures the styles of its inspirations, while carving its own legacy as a standout Roguelike. I honestly enjoyed every second of my time with Rogue Heroes and can’t wait to continue playing in the coming weeks.",9
"Ultimate Marvel vs. Capcom 3 is an impressive showcase for the Vita. Its sharp colors pop off the screen, and it controls better than ever thanks to the system's d-pad. If you love the game, or the series in general, this is a must-buy and delivers the goods in every way. However, if you've already got a console version, you might want to wait for a price drop since this is presently priced the same and can't be played on the big screen.",9
"No doubt it would have been interesting to see some alternate take or variations in this remaster, perhaps in a secondary ‘modern mode’ with streamlined controls, updated AI, and less tech-tree clutter. But as a reasonably priced remaster that doesn’t mess with the original apart from implementing some minor improvements and all the bug fixes and content that came with later expansions it’s hard to fault Age of Empires: Definitive Edition. A fun, engaging trip down RTS memory-lane.",8
"It adds a wealth of new content to the game, not just around the water theme but in other areas as well. RollerCoaster Tycoon 3 feels more complete and polished with the expansion.",8
"Lots of one-liners, lots of humor, and a healthy dose of action. The story isn't an epic masterpiece, it's an Evil Dead plot. It's nowhere close to being the best, but it sure is fun.",6
"Valkyria Azure Revolution is the spin-off no one was waiting for. Every component which made the Valkyria Chronicles saga so famous is absent from this bad ""sequel"". The graphics look awful on PS4, the casting is generic at best and its action-RPG mechanics are some of the worst we've ever seen in the last decade. Why would an action-RPG make you pause the game every time you want to use a skill? Why, SEGA ?",4
"EA Sports FC 25 follows in the footsteps of its predecessor, adding a number of welcome details such as the arrival of women in the career mode and the rush mode, not forgetting the roles that add an ever more tactical edge to your matches. However, the experience is spoiled in part by the many problems that remain, which can clearly discourage many. In the end, we wouldn't recommend the version as it stands, given that it's more of an update to FC 24 than a new game in its own right. Prefer a console version if you really want to buy it.",8
"Just remember to keep your expectations in check: Final Fantasy XIII-2 isn't a timeless adventure in the grand tradition of the beloved series. But if you're curious to see the next stage in this ongoing tale, there's no reason you shouldn't chase after Lightning. After all, she can't defeat Caius without you.",8
"Apart from its frightful visuals and clanky controls, Those Who Remain is a somewhat interesting experience. The protagonist is literally asked to shed the light on its past as he plods through the ominous city of Dormont. Quite short though, the journey of Edward might give some cold sweats to the most fearless players.",6
"Hunt the Night is a great example of what a first-time developer can accomplish. It ticks almost all of the expected boxes, while nailing the balance and cohesion between its melee and ranged fighting techniques, and how one relies on the other. The game is a solid challenge, particularly in its boss fights, without ever feeling unfair. The times it doesn’t fully score a win at least show enough potential to hint at what could have been. Its relatively short runtime offers a tight and enjoyable experience that could do with a little bit more content and world-building to iron out the well-intentioned content provided. With a very solid presentation backing it up, it’s an easy recommendation for dark action RPG fans.",7
"An abundance of various modes and improvements to the on-court action, NBA 2K23 is an astonishing amount of fun for any basketball fan. Even the microtransactions in some modes weren’t enough to dampen the pure fun that the rest of the game had to offer.",9
"Cube Life: Island Survival fills a gap in the Wii U's catalogue and that is something to praise. At the same time, the games's own shortcomings and flaws make other gaps which, according to producers Cypronia, will be corrected soon. This is absolutely necessary, since Cube Life, as it is, does not go far enough to become a significant title in the Wii U's library.",5
"The action-racing genre has delivered numerous treats this generation, but not one of them has been as rewarding and relentlessly entertaining, nor as feature-packed, as this. This is Ridge Racer unbounded from the shackles of its heritage, rebuilt from the ground up into one of the most subversive, sublime street-racing games ever made.",9
"The joyous carnage of Superhot remains solid throughout Mind Control Delete, despite the fact that the road you take intentionally tries to delay and derail you. If you’ve been waiting for more of this distinct gunplay, there are at least eight hours of it here, including infinite and endless modes. VR felt like the perfect evolution of the series when it launched, but this new entry lacks an identity beyond just bringing more Superhot to the fans that crave it.",7
"The nature of the franchise itself makes Heroes VI an excellent title for gamers who don't typically spend much time in the strategy genre, and if Black Hole and Ubisoft can entice an old hand like me to stick around as well, I consider it a success.",8
"A very entertaining shooter with a strong campaign, lots of gameplay-variety and two very solid online-modes. Graphically not amazing and gameplay-wise always a little too simple, it still wins us over with a great mix of robo-drama and well delivered gags. This is the best Transformers-Game so far.",8
"Not even beautiful graphics, new animations and a great soundtrack can hide the fact that Age of Empires isn’t good enough according to modern standards. Remaster brings some nostalgic feelings but only when you get over the technical issues, lags and AI mistakes.",6
"A compelling introduction to next generation consoles, and a break from the normal formulaic anime genre, if you don’t like the game, you’re asking too much of it. Great action and good fun throughout with a multitude of missions and mini-games, Rise of a Ninja is a delight for both anime fans and casual gamers new to Naruto's great adventures.",8
"If you want to see what an exemplary roguelike looks like, look at Dead Cells. It does everything right – the controls, the level design, the combat, the character progression system, the pace – and collecting cells remains a joy even after dozens of hours. [10/2018, p.58]",9
"It can be oddly frustrating at times, yet it has enough merit to make it one of my favorite games this year. It doesn't necessarily refresh the nostalgia I had when it was SSX two releases ago, but it definitely re-introduces the fun lacking in the gaming slump I've experienced lately.",8
"It's taken multiple console generations, various rebuilds of Sonic Team and more miserably failed experiments than Eggman's R&D department, but it's finally here: a Sonic game worthy of genuine praise.",8
"While Little Witch Academia: Chamber of Time’s repetitive and sometimes dull gameplay is a let-down, you’ve got to appreciate the amount of heart and detail that’s been put into it.",5
"Splatoon 3: Side Order is an excellent addition to Splatoon 3, and helps to give it a stronger identity over its predecessors. Whilst we’d like to have seen more variety in the stages and objectives, the overwhelming number of options on your weaponry and how you upgrade them makes sure that things don’t get too repetitive. We found ourselves repeatedly coming back to try just one more run which turned into five, so that should speak for itself. Splatoon fans rejoice, it’s another goodie.",8
"A cross between ""Motocross Madness"" and the ""SSX"" series... if you&#146;ve ever dreamed of doing 50 miles an hour down a shingle track or jumping an impossible 250-foot chasm on a push-bike, then this is for you.",9
"While it's clear Q Entertainment perfected the game's formula on their very first try, this iteration of the neon-lit puzzler is so charming and elegantly formed you'd be a fool to say no.",8
"River City Saga: Three Kingdoms offers solid brawler gameplay and an open world that you can get around conveniently. Combat feels impactful, and the story even has its moments. Unnecessary complexity, slippery platforming, and a tone that never quite hits make this a game primarily for the series’ faithful and big-time brawler fans who have played most of the genre’s more successful recent releases.",6
"Don't Nod latest game is like Life is Strange but with some new additions to the dialogue system. An interesting narrative adventure, although still the same formula, and the camera mechanic doesn't stand up very well through the full game.",7
"A very enjoyable action romp, which also contains plenty of accessible customisation and strategy, and has a feel about it that screams hardcore, without demanding players trade in their social life for Achievement points and a monitor-kissed, pale skin tone.",7
"There isn't much more here than we saw with Squad Assault: The West Front, when it comes right down to it. And with no facelift in the intervening years, it's going to have that much harder of a time appealing to the non-bearded types.",7
"If you want a rather great combat system with a gorgeous aesthetic then give Trek to Yomi a try, but don’t expect a game that’s going to last dozens of hours. It has a story to tell, and that story is not very long.",8
The game progressed very quickly perhaps because I felt I was constantly button bashing or the mere fact that it was a simple game to play. It's a game you can do without unless you are a diehard fan of Evil Dead.,6
"Onimusha Warlords made the jump to Switch almost entirely intact. If you loved the original and want the chance to go back to it, you won’t be disappointed. The old control scheme is still available on the D-pad, and every cutscene is kept exactly as it was before, voice acting and all. With the only changes being an excellently redone soundtrack, this port is the perfect way to relive your memories of the Playstation 2 classic. However, if you’ve never played Onimusha, this port’s only real value is as a simple way to experience a piece of history. Over the course of 18 years, other games have improved on everything that once made Onimusha great.",6
"Stuffed full of big explosions, frantic combat and wilful bombast, Marlow Briggs and the Mask of Death is a surprisingly enjoyable action-adventure that remains just about competent enough throughout to justify the fun it has at the expense of its own genre.",7
"The combination of simple graphics, terrific soundtrack, grotesque violence, creepy and nightmarish atmosphere, and the blistering fast and demanding gameplay makes Hotline Miami one of the best action games we've played in ages. Buy it. Buy it now.",9
"The problem really lies with the game being far too stilted and linear, shunting players from one mission to the next without giving them much choice in the matter. In drawing the game back to its rawest roots, Rockstar has done the series an injustice by taking one step back too many. [Christmas 2004, p.116]",4
"The haunting main theme (especially if it's dark and you're overtired) and gloom of rainy New York adds an appropriate layer of anxiety to the experience, which is short enough to play in a single weekend day sitting if you're really on the edge of your seat.",7
"Overall, King of Seas is a serviceable action-RPG with a pirates theme that is intended for a more casual audience. Its mechanics are solid, and the title is entertaining enough for short bursts of gameplay, but its grindy and repetitive nature quickly takes the wind out of its sails. Some of my complaints are certainly fixable in future updates, at which point I imagine the game to be a solid option for those who yearn for a decent but simplistic pirate life simulator. For now, I'd steer clear until some changes are implemented, or you can wait for a substantial sale.",7
"Ultimately, Lost Records: Bloom & Rage proves to be an uneven experience where the characters are more interesting than the plot. With a final twist that doesn't feel earned and fails to illuminate the game's greater mystery, it's hard to imagine players eagerly awaiting the second half of the story when it arrives on April 15. However, it's still possible that the remainder of the title could continue building its wonderful characters and make the juice worth the squeeze.",7
"There is no doubt that Arma III is realistic. In fact, it is the best combat simulator on the market. Is it fun though? For me, I found it an exercise in frustration at times. Games need to entertain me, not frustrate me.",7
"With incredibly satisfying gameplay, a constant stream of unlocks, and a world that challenge every cell of your being, Dead Cells is a must own for anyone who likes even one aspect of what has been mentioned here. Every success will fill you with endorphins, every failure will inspire you to get better. When you finally take out the final boss you will be elated. It is here that Dead Cells lets you know that it is just the beginning, there are a few more go around yet, and each one gets harder and harder. This is the kind of game that can last you forever, you just have to let it beat you in the head a few times.",10
"Arma 3 makes big steps forward with a huge world and more vehicles and weapons. This time around its trump card is Steam workshop integration though, making downloading mods effortless. A smart move by Bohemia Interactive because it are those mods that will give Arma 3 its long lifespan. Unfortunately Arma 3 is quite inaccessible and doesn't seem to grow along with modern game design on certain fronts. Space time and perseverance are your best friends here, until Bohemia's support starts paying off.",8
"Even though its overarching story world could be fleshed out further, Dicefolk offers a refreshing take on the roguelike formula. Thanks to its combat mechanics, dice system, and variety of chimeras and equipment, gameplay is varied and complex while still being accessible to newcomers. Added to this, the feature of customising different dice allows players to tailor their dice according to their personal tastes and playstyle, making Dicefolk a good fit for both casual and more hard-core roguelike fans.",8
"South of Midnight is one of the hits that Xbox Game Studios has been crying out for. With a simple but captivating narrative, the game presents good characters and moves you with clear and profound messages. Despite the somewhat repetitive combat, the game is fun in its simplicity and finds its brilliance in a restrained and great folkloric world, governed by beautiful songs and led by the excellent protagonist Hazel.",8
"Forza Horizon 5 is an incredible step forward for the series: with a plethora of brand new missions and challenges, and brilliant ideas to represent a colourful nation through eleven diverse biomes, Playground Games reaches new heights and shows the real face of the new generation of consoles.",9
"Emergence should serve as a great launching point for Ritual’s experiment. It’s a solid game that knows its audience, and while it is pared down, that’s only as far as needed for a game half the length and cost of an average one.",8
"Those who have already played the first one should not expect anything new in Tropico 3 - the gameplay is almost identical. This is good news for fans, because the original is still a great game, but we would rather have liked to see more innovations.",8
